date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side,full_date
5/14,2317,華南永昌-台中,9302,271,44,227,0.31,14,buy,2026-05-15
5/14,2317,法銀巴黎,8900,1,117,-116,0.16,14,sell,2026-05-15
5/14,2317,大昌-樹林,6461,242,16,226,0.31,15,buy,2026-05-15
5/14,2317,兆豐-南京,0037003000300050,80,184,-104,0.14,15,sell,2026-05-15
5/14,2454,元大證券,9800,1227,252,975,13.74,1,buy,2026-05-15
5/14,2454,新加坡商瑞銀,1650,78,893,-815,11.49,1,sell,2026-05-15
5/14,2454,花旗環球,1590,258,71,187,2.64,2,buy,2026-05-15
5/14,2454,國泰證券,8880,22,574,-552,7.78,2,sell,2026-05-15
5/14,2454,凱基-台北,9268,292,144,148,2.09,3,buy,2026-05-15
5/14,2454,美林,1440,202,670,-468,6.6,3,sell,2026-05-15
5/14,2454,永豐金-匯立,0039004100380031,178,99,79,1.11,4,buy,2026-05-15
5/14,2454,港商野村,1560,68,320,-252,3.55,4,sell,2026-05-15
5/14,2454,群益金鼎-忠孝,0039003100380057,59,0,59,0.83,5,buy,2026-05-15
5/14,2454,群益金鼎-大安,0039003100380065,42,269,-227,3.2,5,sell,2026-05-15
5/14,2454,富邦證券,9600,237,179,58,0.82,6,buy,2026-05-15
5/14,2454,美商高盛,1480,626,755,-129,1.82,6,sell,2026-05-15
5/14,2454,第一金,5380,33,1,32,0.45,7,buy,2026-05-15
5/14,2454,摩根大通,8440,123,186,-63,0.89,7,sell,2026-05-15
5/14,2454,大和國泰,8890,31,0,31,0.44,8,buy,2026-05-15
5/14,2454,華南永昌,9300,6,61,-55,0.78,8,sell,2026-05-15
5/14,2454,國票-安和,003700370039005a,37,8,29,0.41,9,buy,2026-05-15
5/14,2454,港商麥格理,1360,88,130,-42,0.59,9,sell,2026-05-15
5/14,2454,台新,0039004200300030,39,11,28,0.39,10,buy,2026-05-15
5/14,2454,群益金鼎,9100,31,71,-40,0.56,10,sell,2026-05-15
5/14,2454,富邦-仁愛,9676,34,7,27,0.38,11,buy,2026-05-15
5/14,2454,統一-基隆,0035003800350041,4,40,-36,0.51,11,sell,2026-05-15
5/14,2454,華南永昌-彰化,9363,26,0,26,0.37,12,buy,2026-05-15
5/14,2454,兆豐-台中,7003,0,29,-29,0.41,12,sell,2026-05-15
5/14,2454,國泰-敦南,8888,62,37,25,0.35,13,buy,2026-05-15
5/14,2454,凱基-宜蘭,003900320030004d,20,48,-28,0.39,13,sell,2026-05-15
5/14,2454,香港上海匯豐,8960,74,51,23,0.32,14,buy,2026-05-15
5/14,2454,台新-城中,0039004200320045,11,38,-27,0.38,14,sell,2026-05-15
5/14,2454,元大-復北,9872,26,3,23,0.32,15,buy,2026-05-15
5/14,2454,永豐金證券,0039004100300030,86,103,-17,0.24,15,sell,2026-05-15
5/14,2308,摩根大通,8440,723,430,293,4.0,1,buy,2026-05-15
5/14,2308,大和國泰,8890,1,450,-449,6.12,1,sell,2026-05-15
5/14,2308,港商麥格理,1360,215,26,189,2.58,2,buy,2026-05-15
5/14,2308,國泰證券,8880,7,322,-315,4.3,2,sell,2026-05-15
5/14,2308,美林,1440,253,76,177,2.41,3,buy,2026-05-15
5/14,2308,永豐金證券,0039004100300030,16,282,-266,3.63,3,sell,2026-05-15
5/14,2308,富邦證券,9600,284,110,174,2.37,4,buy,2026-05-15
5/14,2308,元大證券,9800,458,683,-225,3.07,4,sell,2026-05-15
5/14,2308,永豐金-匯立,0039004100380031,124,30,94,1.28,5,buy,2026-05-15
5/14,2308,新加坡商瑞銀,1650,386,569,-183,2.5,5,sell,2026-05-15
5/14,2308,土銀,1030,80,14,66,0.9,6,buy,2026-05-15
5/14,2308,台新-台北,0039004200320030,4,170,-166,2.26,6,sell,2026-05-15
5/14,2308,美商高盛,1480,381,317,64,0.87,7,buy,2026-05-15
5/14,2308,群益金鼎,9100,21,164,-143,1.95,7,sell,2026-05-15
5/14,2308,台灣摩根士丹利,1470,437,379,58,0.79,8,buy,2026-05-15
5/14,2308,統一,5850,62,198,-136,1.85,8,sell,2026-05-15
5/14,2308,元大-大同,0039003800390047,52,0,52,0.71,9,buy,2026-05-15
5/14,2308,玉山證券,8840,14,47,-33,0.45,9,sell,2026-05-15
5/14,2308,群益金鼎-台南,9185,35,3,32,0.44,10,buy,2026-05-15
5/14,2308,兆豐證券,7000,8,36,-28,0.38,10,sell,2026-05-15
5/14,2308,凱基,9200,38,7,31,0.42,11,buy,2026-05-15
5/14,2308,香港上海匯豐,8960,4,27,-23,0.31,11,sell,2026-05-15
5/14,2308,中國信託,6160,47,16,31,0.42,12,buy,2026-05-15
5/14,2308,永豐金-中正,0039004100390055,7,29,-22,0.3,12,sell,2026-05-15
5/14,2308,台新,0039004200300030,54,23,31,0.42,13,buy,2026-05-15
5/14,2308,群益金鼎-民權,9131,5,27,-22,0.3,13,sell,2026-05-15
5/14,2308,華南永昌,9300,46,22,24,0.33,14,buy,2026-05-15
5/14,2308,法銀巴黎,8900,1,23,-22,0.3,14,sell,2026-05-15
5/14,2308,華南永昌-台中,9302,99,76,23,0.31,15,buy,2026-05-15
5/14,2308,國票-敦北法人,0037003700390063,3,22,-19,0.26,15,sell,2026-05-15
5/14,2382,美林,1440,2759,384,2375,10.93,1,buy,2026-05-15
5/14,2382,美商高盛,1480,695,5897,-5202,23.94,1,sell,2026-05-15
5/14,2382,新加坡商瑞銀,1650,2394,1295,1099,5.06,2,buy,2026-05-15
5/14,2382,台灣摩根士丹利,1470,690,2133,-1443,6.64,2,sell,2026-05-15
5/14,2382,統一-新竹,5857,802,211,591,2.72,3,buy,2026-05-15
5/14,2382,凱基-台北,9268,728,1532,-804,3.7,3,sell,2026-05-15
5/14,2382,大和國泰,8890,503,0,503,2.31,4,buy,2026-05-15
5/14,2382,元大證券,9800,882,1461,-579,2.66,4,sell,2026-05-15
5/14,2382,花旗環球,1590,733,302,431,1.98,5,buy,2026-05-15
5/14,2382,凱基-嘉義,9252,5,342,-337,1.55,5,sell,2026-05-15
5/14,2382,元大-敦南,0039003800390050,208,6,202,0.93,6,buy,2026-05-15
5/14,2382,臺銀,1040,14,207,-193,0.89,6,sell,2026-05-15
5/14,2382,台新,0039004200300030,264,89,175,0.81,7,buy,2026-05-15
5/14,2382,永豐金證券,0039004100300030,64,254,-190,0.87,7,sell,2026-05-15
5/14,2382,兆豐證券,7000,115,0,115,0.53,8,buy,2026-05-15
5/14,2382,凱基,9200,1,185,-184,0.85,8,sell,2026-05-15
5/14,2382,富邦證券,9600,220,116,104,0.48,9,buy,2026-05-15
5/14,2382,群益金鼎-新莊,0039003100380047,5,122,-117,0.54,9,sell,2026-05-15
5/14,2382,華南永昌,9300,123,20,103,0.47,10,buy,2026-05-15
5/14,2382,元大-館前,003900380034004b,17,120,-103,0.47,10,sell,2026-05-15
5/14,2382,港商麥格理,1360,249,147,102,0.47,11,buy,2026-05-15
5/14,2382,富邦-永和,9654,28,90,-62,0.29,11,sell,2026-05-15
5/14,2382,(牛牛牛)亞-鑫豐,0036003000310064,96,10,86,0.4,12,buy,2026-05-15
5/14,2382,凱基-高美館,9215,20,79,-59,0.27,12,sell,2026-05-15
5/14,2382,統一,5850,118,34,84,0.39,13,buy,2026-05-15
5/14,2382,第一金-高雄,5383,7,56,-49,0.23,13,sell,2026-05-15
5/14,2382,永豐金-匯立,0039004100380031,78,4,74,0.34,14,buy,2026-05-15
5/14,2382,群益金鼎,9100,133,180,-47,0.22,14,sell,2026-05-15
5/14,2382,富邦-羅東,9634,76,4,72,0.33,15,buy,2026-05-15
5/14,2382,陽信,8710,7,53,-46,0.21,15,sell,2026-05-15
5/14,2891,美商高盛,1480,6818,397,6421,16.37,1,buy,2026-05-15
5/14,2891,富邦證券,9600,27,4317,-4290,10.93,1,sell,2026-05-15
5/14,2891,香港上海匯豐,8960,4725,312,4413,11.25,2,buy,2026-05-15
5/14,2891,台新,0039004200300030,45,4271,-4226,10.77,2,sell,2026-05-15
5/14,2891,元大證券,9800,4949,2541,2408,6.14,3,buy,2026-05-15
5/14,2891,永豐金證券,0039004100300030,36,3676,-3640,9.28,3,sell,2026-05-15
5/14,2891,台灣摩根士丹利,1470,3199,1227,1972,5.03,4,buy,2026-05-15
5/14,2891,群益金鼎,9100,78,2062,-1984,5.06,4,sell,2026-05-15
5/14,2891,國票-敦北法人,0037003700390063,900,0,900,2.29,5,buy,2026-05-15
5/14,2891,摩根大通,8440,1379,2427,-1048,2.67,5,sell,2026-05-15
5/14,2891,新加坡商瑞銀,1650,3586,2780,806,2.05,6,buy,2026-05-15
5/14,2891,港商麥格理,1360,689,1441,-752,1.92,6,sell,2026-05-15
5/14,2891,玉山證券,8840,642,28,614,1.56,7,buy,2026-05-15
5/14,2891,凱基-台北,9268,2243,2736,-493,1.26,7,sell,2026-05-15
5/14,2891,合庫證券,1020,606,16,590,1.5,8,buy,2026-05-15
5/14,2891,國泰證券,8880,162,612,-450,1.15,8,sell,2026-05-15
5/14,2891,富邦-板橋,9655,450,16,434,1.11,9,buy,2026-05-15
5/14,2891,美林,1440,1641,1958,-317,0.81,9,sell,2026-05-15
5/14,2891,統一,5850,500,125,375,0.96,10,buy,2026-05-15
5/14,2891,台灣企銀,1110,2,152,-150,0.38,10,sell,2026-05-15
5/14,2891,宏遠證券,1260,347,21,326,0.83,11,buy,2026-05-15
5/14,2891,群益金鼎-新竹,9186,33,180,-147,0.37,11,sell,2026-05-15
5/14,2891,花旗環球,1590,1565,1304,261,0.67,12,buy,2026-05-15
5/14,2891,法銀巴黎,8900,5,137,-132,0.34,12,sell,2026-05-15
5/14,2891,大和國泰,8890,200,0,200,0.51,13,buy,2026-05-15
5/14,2891,凱基,9200,7,123,-116,0.3,13,sell,2026-05-15
5/14,2891,港商野村,1560,208,9,199,0.51,14,buy,2026-05-15
5/14,2891,元大-府城,0039003800300075,1,111,-110,0.28,14,sell,2026-05-15
5/14,2891,第一金,5380,200,20,180,0.46,15,buy,2026-05-15
5/14,2891,元大-中崙,9813,5,100,-95,0.24,15,sell,2026-05-15
5/14,2881,美商高盛,1480,6772,707,6065,30.31,1,buy,2026-05-15
5/14,2881,凱基,9200,1,2888,-2887,14.43,1,sell,2026-05-15
5/14,2881,台灣摩根士丹利,1470,2040,173,1867,9.33,2,buy,2026-05-15
5/14,2881,新加坡商瑞銀,1650,939,3393,-2454,12.26,2,sell,2026-05-15
5/14,2881,凱基-台北,9268,1714,1098,616,3.08,3,buy,2026-05-15
5/14,2881,永豐金證券,0039004100300030,9,1242,-1233,6.16,3,sell,2026-05-15
5/14,2881,玉山證券,8840,525,21,504,2.52,4,buy,2026-05-15
5/14,2881,臺銀,1040,1,604,-603,3.01,4,sell,2026-05-15
5/14,2881,國票-敦北法人,0037003700390063,500,0,500,2.5,5,buy,2026-05-15
5/14,2881,群益金鼎-忠孝,0039003100380057,0,570,-570,2.85,5,sell,2026-05-15
5/14,2881,富邦證券,9600,604,117,487,2.43,6,buy,2026-05-15
5/14,2881,花旗環球,1590,345,850,-505,2.52,6,sell,2026-05-15
5/14,2881,港商麥格理,1360,582,218,364,1.82,7,buy,2026-05-15
5/14,2881,元大證券,9800,1951,2296,-345,1.72,7,sell,2026-05-15
5/14,2881,摩根大通,8440,1147,901,246,1.23,8,buy,2026-05-15
5/14,2881,元大-館前,003900380034004b,1,276,-275,1.37,8,sell,2026-05-15
5/14,2881,港商野村,1560,247,4,243,1.21,9,buy,2026-05-15
5/14,2881,中國信託,6160,6,159,-153,0.76,9,sell,2026-05-15
5/14,2881,美林,1440,526,294,232,1.16,10,buy,2026-05-15
5/14,2881,台新-台北,0039004200320030,0,139,-139,0.69,10,sell,2026-05-15
5/14,2881,元大-中壢,9834,151,1,150,0.75,11,buy,2026-05-15
5/14,2881,新光-台中,8561,18,144,-126,0.63,11,sell,2026-05-15
5/14,2881,國泰證券,8880,120,0,120,0.6,12,buy,2026-05-15
5/14,2881,法銀巴黎,8900,0,108,-108,0.54,12,sell,2026-05-15
5/14,2881,群益金鼎-中壢,0039003100380041,110,0,110,0.55,13,buy,2026-05-15
5/14,2881,群益金鼎-海山,9108,0,105,-105,0.52,13,sell,2026-05-15
5/14,2881,合庫證券,1020,108,4,104,0.52,14,buy,2026-05-15
5/14,2881,群益金鼎,9100,13,101,-88,0.44,14,sell,2026-05-15
5/14,2881,香港上海匯豐,8960,28,0,28,0.14,15,buy,2026-05-15
5/14,2881,臺銀-民權,1043,2,88,-86,0.43,15,sell,2026-05-15
5/14,2882,美商高盛,1480,5387,2152,3235,12.07,1,buy,2026-05-15
5/14,2882,富邦證券,9600,9,4462,-4453,16.62,1,sell,2026-05-15
5/14,2882,美林,1440,3357,625,2732,10.19,2,buy,2026-05-15
5/14,2882,凱基,9200,16,2975,-2959,11.04,2,sell,2026-05-15
5/14,2882,元大證券,9800,2297,1246,1051,3.92,3,buy,2026-05-15
5/14,2882,花旗環球,1590,236,1849,-1613,6.02,3,sell,2026-05-15
5/14,2882,台灣摩根士丹利,1470,2106,1359,747,2.79,4,buy,2026-05-15
5/14,2882,新加坡商瑞銀,1650,2452,3169,-717,2.68,4,sell,2026-05-15
5/14,2882,台新-台北,0039004200320030,1045,353,692,2.58,5,buy,2026-05-15
5/14,2882,港商麥格理,1360,532,1211,-679,2.53,5,sell,2026-05-15
5/14,2882,元大-館前,003900380034004b,500,0,500,1.87,6,buy,2026-05-15
5/14,2882,永豐金證券,0039004100300030,76,562,-486,1.81,6,sell,2026-05-15
5/14,2882,港商野村,1560,377,70,307,1.15,7,buy,2026-05-15
5/14,2882,凱基-台北,9268,317,654,-337,1.26,7,sell,2026-05-15
5/14,2882,香港上海匯豐,8960,295,8,287,1.07,8,buy,2026-05-15
5/14,2882,玉山證券,8840,550,837,-287,1.07,8,sell,2026-05-15
5/14,2882,元大-員林中山,9835,287,35,252,0.94,9,buy,2026-05-15
5/14,2882,台新-城東,0039004200320072,13,207,-194,0.72,9,sell,2026-05-15
5/14,2882,華南永昌-南京,9326,381,131,250,0.93,10,buy,2026-05-15
5/14,2882,臺銀-臺中,0031003000340041,18,204,-186,0.69,10,sell,2026-05-15
5/14,2882,土銀,1030,245,1,244,0.91,11,buy,2026-05-15
5/14,2882,摩根大通,8440,1259,1412,-153,0.57,11,sell,2026-05-15
5/14,2882,華南永昌-中正,9359,217,1,216,0.81,12,buy,2026-05-15
5/14,2882,法銀巴黎,8900,16,146,-130,0.49,12,sell,2026-05-15
5/14,2882,群益金鼎,9100,421,209,212,0.79,13,buy,2026-05-15
5/14,2882,中國信託,6160,227,330,-103,0.38,13,sell,2026-05-15
5/14,2882,國泰證券,8880,135,1,134,0.5,14,buy,2026-05-15
5/14,2882,康和-台北,0038003400350055,3,101,-98,0.37,14,sell,2026-05-15
5/14,2882,新光,8560,208,95,113,0.42,15,buy,2026-05-15
5/14,2882,富邦-台北,9623,42,124,-82,0.31,15,sell,2026-05-15
5/14,2303,台灣摩根士丹利,1470,28805,11452,17353,5.2,1,buy,2026-05-15
5/14,2303,元大-土城永寧,9875,80,10202,-10122,3.03,1,sell,2026-05-15
5/14,2303,富邦證券,9600,20571,6083,14488,4.34,2,buy,2026-05-15
5/14,2303,花旗環球,1590,423,10483,-10060,3.02,2,sell,2026-05-15
5/14,2303,統一,5850,15792,2821,12971,3.89,3,buy,2026-05-15
5/14,2303,中國信託,6160,1579,6477,-4898,1.47,3,sell,2026-05-15
5/14,2303,港商野村,1560,11532,831,10701,3.21,4,buy,2026-05-15
5/14,2303,國泰-敦南,8888,3994,7034,-3040,0.91,4,sell,2026-05-15
5/14,2303,國票-敦北法人,0037003700390063,10330,212,10118,3.03,5,buy,2026-05-15
5/14,2303,永豐金證券,0039004100300030,5398,8000,-2602,0.78,5,sell,2026-05-15
5/14,2303,摩根大通,8440,10652,3737,6915,2.07,6,buy,2026-05-15
5/14,2303,中國信託-松江,6167,63,2542,-2479,0.74,6,sell,2026-05-15
5/14,2303,凱基-台北,9268,19657,12858,6799,2.04,7,buy,2026-05-15
5/14,2303,台新,0039004200300030,1140,3282,-2142,0.64,7,sell,2026-05-15
5/14,2303,凱基-站前,0039003200300046,7179,502,6677,2.0,8,buy,2026-05-15
5/14,2303,富邦-台北,9623,204,2318,-2114,0.63,8,sell,2026-05-15
5/14,2303,群益金鼎,9100,5962,600,5362,1.61,9,buy,2026-05-15
5/14,2303,元大-大同,0039003800390047,75,1511,-1436,0.43,9,sell,2026-05-15
5/14,2303,元大證券,9800,35240,30432,4808,1.44,10,buy,2026-05-15
5/14,2303,凱基-三多,9275,25,1227,-1202,0.36,10,sell,2026-05-15
5/14,2303,國票-安和,003700370039005a,4596,356,4240,1.27,11,buy,2026-05-15
5/14,2303,富邦-新竹,9647,264,1254,-990,0.3,11,sell,2026-05-15
5/14,2303,美商高盛,1480,10437,6599,3838,1.15,12,buy,2026-05-15
5/14,2303,富邦-陽明,9604,204,1056,-852,0.26,12,sell,2026-05-15
5/14,2303,新加坡商瑞銀,1650,10720,7349,3371,1.01,13,buy,2026-05-15
5/14,2303,國泰-板橋,003800380038004b,589,1404,-815,0.24,13,sell,2026-05-15
5/14,2303,統一-城中,5854,5475,2178,3297,0.99,14,buy,2026-05-15
5/14,2303,元大-板橋三民,9879,91,861,-770,0.23,14,sell,2026-05-15
5/14,2303,美林,1440,3878,972,2906,0.87,15,buy,2026-05-15
5/14,2303,兆豐證券,7000,1256,1926,-670,0.2,15,sell,2026-05-15
5/14,3711,港商野村,1560,2257,28,2229,15.58,1,buy,2026-05-15
5/14,3711,凱基-台北,9268,438,1454,-1016,7.1,1,sell,2026-05-15
5/14,3711,港商麥格理,1360,1077,351,726,5.08,2,buy,2026-05-15
5/14,3711,摩根大通,8440,609,1517,-908,6.35,2,sell,2026-05-15
5/14,3711,國泰證券,8880,217,14,203,1.42,3,buy,2026-05-15
5/14,3711,元大證券,9800,755,1633,-878,6.14,3,sell,2026-05-15
5/14,3711,國票-安和,003700370039005a,171,1,170,1.19,4,buy,2026-05-15
5/14,3711,美林,1440,47,574,-527,3.68,4,sell,2026-05-15
5/14,3711,統一,5850,299,138,161,1.13,5,buy,2026-05-15
5/14,3711,新加坡商瑞銀,1650,336,775,-439,3.07,5,sell,2026-05-15
5/14,3711,永豐金-南投,003900410039004d,95,7,88,0.62,6,buy,2026-05-15
5/14,3711,永豐金-匯立,0039004100380031,69,339,-270,1.89,6,sell,2026-05-15
5/14,3711,富邦-建國,9658,108,26,82,0.57,7,buy,2026-05-15
5/14,3711,花旗環球,1590,161,381,-220,1.54,7,sell,2026-05-15
5/14,3711,康和,8450,70,0,70,0.49,8,buy,2026-05-15
5/14,3711,台灣摩根士丹利,1470,576,769,-193,1.35,8,sell,2026-05-15
5/14,3711,台新-五權西,0039004200320035,54,3,51,0.36,9,buy,2026-05-15
5/14,3711,永豐金證券,0039004100300030,153,328,-175,1.22,9,sell,2026-05-15
5/14,3711,土銀,1030,54,15,39,0.27,10,buy,2026-05-15
5/14,3711,美商高盛,1480,482,573,-91,0.64,10,sell,2026-05-15
5/14,3711,元大-清水,0039003800300065,37,1,36,0.25,11,buy,2026-05-15
5/14,3711,群益金鼎,9100,11,96,-85,0.59,11,sell,2026-05-15
5/14,3711,元大-民雄,0039003800310056,44,9,35,0.24,12,buy,2026-05-15
5/14,3711,香港上海匯豐,8960,150,233,-83,0.58,12,sell,2026-05-15
5/14,3711,國泰-敦南,8888,265,230,35,0.24,13,buy,2026-05-15
5/14,3711,凱基,9200,2,67,-65,0.45,13,sell,2026-05-15
5/14,3711,中國信託,6160,53,19,34,0.24,14,buy,2026-05-15
5/14,3711,國泰-板橋,003800380038004b,41,82,-41,0.29,14,sell,2026-05-15
5/14,3711,兆豐-永和,0037003000300058,31,0,31,0.22,15,buy,2026-05-15
5/14,3711,元大-沙鹿,0039003800300064,13,46,-33,0.23,15,sell,2026-05-15
5/14,2603,台灣摩根士丹利,1470,1499,168,1331,14.76,1,buy,2026-05-15
5/14,2603,京城,8490,0,666,-666,7.39,1,sell,2026-05-15
5/14,2603,美商高盛,1480,930,373,557,6.18,2,buy,2026-05-15
5/14,2603,凱基,9200,0,265,-265,2.94,2,sell,2026-05-15
5/14,2603,港商麥格理,1360,558,120,438,4.86,3,buy,2026-05-15
5/14,2603,花旗環球,1590,1,260,-259,2.87,3,sell,2026-05-15
5/14,2603,摩根大通,8440,736,313,423,4.69,4,buy,2026-05-15
5/14,2603,新光,8560,27,206,-179,1.99,4,sell,2026-05-15
5/14,2603,新加坡商瑞銀,1650,581,219,362,4.02,5,buy,2026-05-15
5/14,2603,兆豐-大同,0037003000300053,50,170,-120,1.33,5,sell,2026-05-15
5/14,2603,美林,1440,514,189,325,3.6,6,buy,2026-05-15
5/14,2603,永豐金-中正,0039004100390055,2,113,-111,1.23,6,sell,2026-05-15
5/14,2603,富邦證券,9600,326,17,309,3.43,7,buy,2026-05-15
5/14,2603,元大-四維,9831,0,104,-104,1.15,7,sell,2026-05-15
5/14,2603,華南永昌,9300,289,9,280,3.11,8,buy,2026-05-15
5/14,2603,台新-城東,0039004200320072,1,103,-102,1.13,8,sell,2026-05-15
5/14,2603,凱基-台北,9268,596,446,150,1.66,9,buy,2026-05-15
5/14,2603,永豐金-新莊,0039004100390048,7,92,-85,0.94,9,sell,2026-05-15
5/14,2603,玉山證券,8840,129,40,89,0.99,10,buy,2026-05-15
5/14,2603,富邦-新板,0039003600310048,1,84,-83,0.92,10,sell,2026-05-15
5/14,2603,元大證券,9800,600,512,88,0.98,11,buy,2026-05-15
5/14,2603,元大-新盛,9869,0,82,-82,0.91,11,sell,2026-05-15
5/14,2603,台新-三民,0039004200310033,70,3,67,0.74,12,buy,2026-05-15
5/14,2603,國泰-館前,0038003800380041,20,95,-75,0.83,12,sell,2026-05-15
5/14,2603,玉山-大里,003800380034004a,73,10,63,0.7,13,buy,2026-05-15
5/14,2603,元大-復北,9872,50,106,-56,0.62,13,sell,2026-05-15
5/14,2603,美好-高雄,5264,60,0,60,0.67,14,buy,2026-05-15
5/14,2603,群益金鼎-古亭,0039003100380043,0,55,-55,0.61,14,sell,2026-05-15
5/14,2603,富邦-高雄,9659,60,5,55,0.61,15,buy,2026-05-15
5/14,2603,富邦-永和,9654,1,49,-48,0.53,15,sell,2026-05-15
5/14,2609,國泰-敦南,8888,604,316,288,1.26,1,buy,2026-05-15
5/14,2609,台灣摩根士丹利,1470,429,3879,-3450,15.07,1,sell,2026-05-15
5/14,2609,富邦-建國,9658,240,42,198,0.86,2,buy,2026-05-15
5/14,2609,美商高盛,1480,176,1376,-1200,5.24,2,sell,2026-05-15
5/14,2609,第一金-新興,0035003300380041,179,1,178,0.78,3,buy,2026-05-15
5/14,2609,花旗環球,1590,473,1456,-983,4.29,3,sell,2026-05-15
5/14,2609,永豐金-古亭,0039004100390064,175,0,175,0.76,4,buy,2026-05-15
5/14,2609,凱基-台北,9268,1132,1780,-648,2.83,4,sell,2026-05-15
5/14,2609,寶盛,5460,162,0,162,0.71,5,buy,2026-05-15
5/14,2609,新加坡商瑞銀,1650,327,835,-508,2.22,5,sell,2026-05-15
5/14,2609,永豐金-北高雄,0039004100390072,145,0,145,0.63,6,buy,2026-05-15
5/14,2609,元大證券,9800,755,1058,-303,1.32,6,sell,2026-05-15
5/14,2609,富邦-中壢,9636,157,20,137,0.6,7,buy,2026-05-15
5/14,2609,摩根大通,8440,606,898,-292,1.28,7,sell,2026-05-15
5/14,2609,群益金鼎-南京,0039003100380045,130,16,114,0.5,8,buy,2026-05-15
5/14,2609,群益金鼎,9100,210,493,-283,1.24,8,sell,2026-05-15
5/14,2609,台新-高雄,0039004200310067,126,14,112,0.49,9,buy,2026-05-15
5/14,2609,富邦證券,9600,11,252,-241,1.05,9,sell,2026-05-15
5/14,2609,永豐金-桃園,0039004100390078,108,4,104,0.45,10,buy,2026-05-15
5/14,2609,港商野村,1560,10,218,-208,0.91,10,sell,2026-05-15
5/14,2609,統一-中壢,5853,107,6,101,0.44,11,buy,2026-05-15
5/14,2609,合庫-彰化,1028,7,182,-175,0.76,11,sell,2026-05-15
5/14,2609,台新-三重,0039004200320033,103,5,98,0.43,12,buy,2026-05-15
5/14,2609,兆豐-嘉義,7001,3,151,-148,0.65,12,sell,2026-05-15
5/14,2609,新光-台中,8561,113,16,97,0.42,13,buy,2026-05-15
5/14,2609,法銀巴黎,8900,0,136,-136,0.59,13,sell,2026-05-15
5/14,2609,富邦-台北,9623,115,23,92,0.4,14,buy,2026-05-15
5/14,2609,永豐金-匯立,0039004100380031,0,96,-96,0.42,14,sell,2026-05-15
5/14,2609,國泰-高雄,8881,125,36,89,0.39,15,buy,2026-05-15
5/14,2609,永豐金證券,0039004100300030,93,183,-90,0.39,15,sell,2026-05-15
5/14,2615,美林,1440,697,122,575,5.91,1,buy,2026-05-15
5/14,2615,摩根大通,8440,679,3160,-2481,25.5,1,sell,2026-05-15
5/14,2615,國泰證券,8880,500,1,499,5.13,2,buy,2026-05-15
5/14,2615,元大證券,9800,131,448,-317,3.26,2,sell,2026-05-15
5/14,2615,凱基-台北,9268,1309,859,450,4.63,3,buy,2026-05-15
5/14,2615,玉山-大里,003800380034004a,9,169,-160,1.64,3,sell,2026-05-15
5/14,2615,永豐金-彰化,0039004100390073,195,8,187,1.92,4,buy,2026-05-15
5/14,2615,法銀巴黎,8900,6,116,-110,1.13,4,sell,2026-05-15
5/14,2615,港商野村,1560,328,159,169,1.74,5,buy,2026-05-15
5/14,2615,富邦-新莊,0039003600320044,0,100,-100,1.03,5,sell,2026-05-15
5/14,2615,美商高盛,1480,271,130,141,1.45,6,buy,2026-05-15
5/14,2615,新加坡商瑞銀,1650,204,266,-62,0.64,6,sell,2026-05-15
5/14,2615,土銀-和平,1038,121,0,121,1.24,7,buy,2026-05-15
5/14,2615,富邦-高雄,9659,3,57,-54,0.56,7,sell,2026-05-15
5/14,2615,新光,8560,140,61,79,0.81,8,buy,2026-05-15
5/14,2615,元大-中壢,9834,9,57,-48,0.49,8,sell,2026-05-15
5/14,2615,華南永昌-敦南,9347,79,1,78,0.8,9,buy,2026-05-15
5/14,2615,兆豐-台中港,7005,0,41,-41,0.42,9,sell,2026-05-15
5/14,2615,群益金鼎,9100,90,12,78,0.8,10,buy,2026-05-15
5/14,2615,玉山-新竹,0038003800340048,6,44,-38,0.39,10,sell,2026-05-15
5/14,2615,台灣摩根士丹利,1470,564,494,70,0.72,11,buy,2026-05-15
5/14,2615,群益金鼎-萬華,0039003100330049,0,34,-34,0.35,11,sell,2026-05-15
5/14,2615,永豐金證券,0039004100300030,168,109,59,0.61,12,buy,2026-05-15
5/14,2615,華南永昌,9300,3,30,-27,0.28,12,sell,2026-05-15
5/14,2615,花旗環球,1590,245,188,57,0.59,13,buy,2026-05-15
5/14,2615,富邦-竹科,0039003600320043,4,26,-22,0.23,13,sell,2026-05-15
5/14,2615,高橋,5320,77,40,37,0.38,14,buy,2026-05-15
5/14,2615,群益金鼎-彰化,9187,0,20,-20,0.21,14,sell,2026-05-15
5/14,2615,元大-仁愛,003900380033006a,35,1,34,0.35,15,buy,2026-05-15
5/14,2615,玉山證券,8840,13,32,-19,0.2,15,sell,2026-05-15
5/14,2618,合庫證券,1020,4302,23,4279,11.55,1,buy,2026-05-15
5/14,2618,富邦證券,9600,0,1403,-1403,3.79,1,sell,2026-05-15
5/14,2618,美商高盛,1480,4691,899,3792,10.24,2,buy,2026-05-15
5/14,2618,臺銀,1040,12,1329,-1317,3.56,2,sell,2026-05-15
5/14,2618,台灣摩根士丹利,1470,2906,1712,1194,3.22,3,buy,2026-05-15
5/14,2618,新加坡商瑞銀,1650,1380,2320,-940,2.54,3,sell,2026-05-15
5/14,2618,凱基,9200,1454,500,954,2.58,4,buy,2026-05-15
